,True_price,rf_predicted_price,xgb_predicted_price
0,342.0289855072464,343.54604468754866,230.73141
1,342.0289855072464,360.5695306132643,321.66364
2,366.5249623668692,372.3128851015619,349.2897
3,372.05694045474456,354.41796515877127,350.49036
4,365.2803383859811,363.662960711255,365.25754
5,361.8476415686327,360.2272242702542,351.51273
6,340.1851167230173,352.67664593466134,352.2669
7,309.125868476329,338.0919658750321,339.75833
8,283.3765408565256,297.1271392523891,304.27158
9,304.48115942028977,323.1316095887397,318.4787
10,311.4359647030766,293.4798802541465,300.7782
11,332.8666952756212,298.2915401149565,303.46115
12,344.50106799324305,339.9995608040856,330.47833
13,339.7003930410879,348.63391771671724,349.6031
14,345.35987264785075,340.6044753067896,340.30933
15,344.5272757117583,354.4509899023237,349.0475
16,420.8915296785165,376.9833830388803,393.43195
17,453.2787919615919,439.9518607955877,425.16617
18,521.6139283917876,477.8336379942422,475.29236
19,538.7214843097239,503.56000330401713,516.01843
20,504.8652356287978,515.3940681598759,475.59323
21,463.1480713907573,499.0208499032267,491.3556
22,443.5968238355121,472.17298473630615,472.15405
23,645.41274909822,535.7603660621672,518.4783
24,633.940075831973,633.3072930494266,629.9442
25,584.9979532163743,632.0354017438091,629.7864
26,612.7548545046002,532.7115697512722,556.7426
27,661.8247578959763,623.4853713058027,602.2248
28,715.5130542119388,655.7362211405693,646.2959
29,696.7245018192176,705.8063983922984,709.57684
30,662.4537835006253,694.6836161890715,700.9054
31,693.0937968267365,664.3118882928582,662.1407
32,680.3213703738961,684.2228651939683,670.5831
33,681.9097031475716,668.1397910058898,652.1227
34,660.8445759803535,674.1397895363535,660.84766
35,584.7111986205041,638.2401481044096,618.89874
36,533.1184442057632,526.5801485184994,512.61444
37,0.0,479.25676603435573,232.87776
38,0.0,383.2440526383739,140.1505
39,0.0,467.7097831825862,205.3413
40,444.8344732308848,457.4561277941359,411.42633
41,442.5295390436488,439.55267757181537,415.4736
42,482.3853765010033,441.3290099544307,416.22778
43,527.817255637495,465.04309925795974,450.34238
44,488.9716134669816,489.7067879081422,507.6735
45,485.85874728104056,476.10535864260237,466.3567
46,490.0917846361888,478.0854570369782,466.90637
47,495.4697080896801,477.99169775148323,468.34708
48,490.0354469271985,476.03463260586074,475.92694
49,467.7403715647632,476.24929828108753,472.17722
50,432.3734012734125,464.86912877336783,434.79385
51,434.8455543776452,456.33165610077214,427.91537
52,432.6505260143588,410.52589096890296,402.14774
53,445.2996517222041,433.3790130236974,431.9464
54,455.0667533425184,442.540515449115,433.03006
55,443.2003511815796,468.2245956738383,469.48624
56,437.26141768526566,441.03773215742,430.23315
57,431.56386310656006,433.4589489556723,430.0117
58,468.58839875693394,502.3596702798492,497.7458
59,469.5320170643343,475.8082743703863,477.22183
60,502.7489082969432,474.59854903231775,481.39487
61,611.4277397419775,511.03154663479586,509.75504
62,642.5012539709079,610.5933806339765,610.34784
63,605.4300356506242,625.4097568721082,624.7927
64,624.0556211843851,608.434585253083,610.8802
65,667.9816146701595,628.2471022675941,632.47034
66,641.629271183093,658.4362583674069,663.016
67,620.0359612211985,632.2863317290607,629.23193
68,629.7669703665085,628.1109624977578,630.3403
69,656.4676928172526,628.2777683919197,629.8232
70,647.1435326815993,633.7352888326951,641.5673
71,620.1338875944363,631.142658616032,629.7558
72,577.7440631424984,625.7504616084077,633.02814
73,588.0923880475553,578.5179438998333,576.46967
74,623.0624889658593,584.2605951761359,578.2631
75,639.4849634986579,624.8296357157428,629.8064
76,612.7813821138212,624.2325851737606,628.7399
77,570.776238141768,614.699720067626,617.43414
78,536.7947449265943,566.53170356758,561.6097
79,601.5932537489408,553.8156512845899,561.4073
80,595.9862645459173,605.6860600436172,608.06366
81,625.9908665908558,589.7303211399283,584.7747
82,665.3169868602974,625.6754412935508,628.4248
83,626.3784118327696,652.642230272103,663.6884
84,587.3155304459202,627.1217354095104,627.1899
85,596.0272066341021,577.1737582860669,573.8928
86,602.9311546233712,589.7581933315778,598.9389
87,618.9082774049216,607.4363758432929,609.5709
88,652.7784070478248,626.8131074906361,631.2353
89,672.0983213429257,637.442024548303,643.85657
90,667.3287407394137,658.3500471944186,662.84973
91,705.8383453903097,654.5623697217258,663.06195
92,729.2328736737032,713.6740926981954,703.7326
93,752.8933966778316,725.4684661748416,742.73413
94,854.6252721053175,746.5775743854183,737.5969
95,954.4021146261648,859.069410054734,852.7067
96,925.2822588806802,947.2229852635514,931.5414
97,864.1390915280617,907.1944044024983,906.4968
98,839.9692329538732,874.5719307115106,869.3279
99,857.3572682258592,847.4757424001895,836.2839
100,877.3543945320607,863.1938034990571,878.66034
101,895.4291295968742,875.2042752916515,870.9607
102,874.0902667285969,873.0141413633464,870.9113
103,863.7362732009818,873.3635764092028,869.3238
104,921.2365234698952,877.4349856707529,872.3254
105,883.0810094491818,918.0640822027813,922.65643
106,796.0435986232015,877.8336278264437,869.44037
107,984.4048729132202,812.059674835666,918.8657
108,960.4756620956769,979.3027753291944,963.8209
109,1007.5788570286508,962.8643868395313,949.23145
