,True_price,rf_predicted_price,xgb_predicted_price
0,358.4838614154575,295.32323701607476,330.22137
1,358.4838614154575,382.43182695252335,350.82037
2,413.78995662927,382.43182695252335,375.97394
3,406.05888039513553,418.28141295370636,411.91122
4,408.9591694119996,396.74264754090274,395.6248
5,407.0746420598003,412.46866361942864,417.8444
6,403.4199720988216,396.74264754090274,396.5387
7,371.254682785574,395.59104648346954,397.00098
8,335.2763725327584,383.7805583693743,354.49557
9,380.9677541765882,376.6051255132003,353.42303
10,390.4383582825169,396.6923289973758,393.89642
11,398.8607255157604,392.51040466150465,390.4736
12,399.1701205429178,388.87333286305807,363.9455
13,404.05454451016425,393.8412329213729,404.91403
14,398.0308184611705,397.8211391733883,436.29172
15,393.9575605524163,393.08624314500304,398.19302
16,447.0401447548253,393.08624314500304,398.77002
17,484.05795569066055,459.3744393017426,458.75342
18,489.545062627687,484.61941419372073,498.0295
19,499.6249082861944,484.61941419372073,491.84058
20,577.488423723438,521.1300188242802,513.3624
21,602.000760999184,555.5821267271515,568.12695
22,596.3082983592438,620.0761909521837,597.06793
23,611.1018297233929,622.9797980323865,593.1024
24,607.9730593724087,652.2236677316287,602.17346
25,620.7074583848007,641.2038950061983,608.93713
26,676.630959226704,649.9992091671513,681.9957
27,612.2885316184353,664.2915667587971,668.095
28,647.4226099778815,641.4916944802467,601.8001
29,694.0051283208132,652.5840670856934,647.1236
30,588.7408120715245,665.1039080100084,656.9007
31,576.584789705546,568.4090951135038,587.38043
32,597.4988688671096,574.0737547313761,590.7369
33,611.2356452797501,773.6488597402588,621.42725
34,568.2364482148332,870.7358916954037,618.0177
35,585.2537258047793,582.1020421559286,603.60046
36,625.2089312467284,602.3921344603856,616.10736
37,1735.112781954887,906.2644283032791,1372.5499
38,0.0,808.3810284109819,53.353462
39,0.0,325.9407292153019,174.62953
40,591.7429570842893,348.4400287948725,424.4503
41,594.1891707917422,568.6132668811553,583.874
42,675.4336200202193,609.7764817127797,609.50085
43,765.0920849149445,664.2915667587971,674.46484
44,707.0940869375346,755.9996772617638,724.809
45,708.5212706205403,705.611172751307,695.9362
46,681.6361505986193,705.611172751307,705.1418
47,641.2068208274881,664.2915667587971,674.1872
48,623.7877322521248,649.3165674709077,643.82733
49,658.2930076970545,649.3165674709077,647.9305
50,699.2005372497672,666.7019493414404,670.3146
51,680.708331789723,754.4024225360882,684.8737
52,668.1195325075233,664.2915667587971,671.6363
53,662.1836075051243,660.9727512709026,663.0539
54,658.0783942323928,657.5166698772522,662.4834
55,654.025641359044,655.9387073085953,655.3798
56,703.3024069101925,654.4821033748078,671.8866
57,723.9496931280812,704.1652166421478,706.2998
58,712.477194865233,717.6112790144044,723.3753
59,771.0737869206506,710.1936035858963,717.9288
60,822.7280473776149,756.7460714225978,754.4141
61,812.7235396454714,805.0201419059412,802.38824
62,831.3762678946694,805.0201419059412,819.5252
63,903.9264283592436,806.0244808735482,811.44183
64,901.7682548632648,888.5548260883132,856.8691
65,869.1531877196378,882.2234785514229,852.6131
66,863.8218652341886,873.7141529312283,856.434
67,826.7109577221744,870.9221048927237,854.40356
68,784.7203970609016,806.0244808735482,811.9109
69,803.8629631018449,779.6740147646364,783.82465
70,844.0784530708522,802.6778187088223,815.4358
71,851.8153189280997,810.3688297143011,815.65045
72,823.2717835886152,818.6075193438787,827.30554
73,823.1575446598254,805.0201419059412,817.18225
74,860.7317860312507,805.0201419059412,811.9109
75,884.4603965371197,868.8568564430299,854.7889
76,876.3860667634253,876.183735686503,866.93555
77,879.1951013593635,873.7141529312283,863.1189
78,890.5578316610925,876.183735686503,866.348
79,889.2090106736382,878.1768039341978,859.2355
80,890.7646499798308,878.1768039341978,866.93555
81,886.638072945246,878.1768039341978,872.7689
82,858.2198265659631,878.1768039341978,871.89935
83,835.3279798038518,865.7674628237827,863.32355
84,865.1819814295726,806.0244808735482,829.3864
85,876.0046265697291,872.8626557558548,869.9228
86,893.916974326168,873.7141529312283,873.3326
87,920.5523714657882,878.1768039341978,873.1362
88,1002.3754157940128,907.3821765258987,911.4967
89,1042.9814223381763,1018.1438259109498,1034.8241
90,985.2172998474956,1018.1438259109498,1028.1534
91,1026.4227076120326,1003.7285436304525,990.37946
92,1086.2518916215968,1018.1438259109498,1026.8773
93,1111.9158720953756,1072.8285705127469,1079.0813
94,1135.326026093286,1098.6236495538988,1100.8491
95,1145.0418405654243,1102.1462958084237,1099.5284
96,1113.5647886486004,1102.1462958084237,1104.5106
97,1096.091967845481,1098.6236495538988,1111.9988
98,1087.8570817165028,1071.6903971047345,1095.015
99,1116.2598229608886,1071.6903971047345,1091.2052
100,1119.040041308736,1096.8132098942408,1118.0328
101,1127.9532983254471,1098.6236495538988,1120.1703
102,1155.441953951818,1102.1462958084237,1117.338
103,1262.4524583289651,1113.6594887971721,1160.6196
104,1382.1203414091078,1269.3472916974035,1295.8417
105,1372.795374146462,1356.069421846959,1330.7899
106,1374.9905487899352,1360.2345144093103,1324.6002
107,1319.4624332453502,1360.2345144093103,1324.1216
108,1373.2435181401263,1342.0980527997153,1328.9158
109,1461.8069652192648,1360.2345144093103,1367.5055
110,1480.1871893724742,1494.8158760379467,1463.9458
111,1404.5044590720886,1503.4364692391546,1459.5425
112,1340.7655628068617,1364.4076313796634,1330.694
113,1282.4599888409243,1346.8899850301636,1327.1199
114,1413.7612461393849,1299.7450734270187,1275.7319
115,1431.6760448672858,1460.7409012498888,1404.313
