,True_price,rf_predicted_price,xgb_predicted_price
0,569.6629213483146,431.6486844865591,415.63205
1,569.6629213483146,595.6935372308034,568.77435
2,748.3250940626634,607.3017343838796,724.1822
3,750.3332296526698,739.999916485283,743.5475
4,747.7682091720274,740.194414958665,741.407
5,758.8036561144664,740.3048910900517,744.17926
6,724.6697464546629,744.6867810483172,741.5061
7,700.2102483105047,724.3458620512719,718.90704
8,710.8030472462957,694.829213041756,696.99054
9,735.8441610362612,713.84625384784,716.8342
10,726.7392443383595,731.1605337168947,730.4319
11,712.9509361760286,725.8074329759818,720.8491
12,708.1342252085918,711.062026459726,708.2019
13,729.7226697353278,716.1949042462575,726.0101
14,744.2020469231102,728.8798575020393,744.2824
15,733.8090488805774,739.97088622156,730.16284
16,863.9028588017362,736.2097048833632,782.8493
17,833.4499398044378,867.7619793255626,828.92426
18,819.8220981736545,820.530088423056,827.1331
19,786.9851049424509,815.6454181138257,826.12946
20,794.9504963014477,789.9181113836,789.5868
21,778.599401987335,796.1457915786584,795.4453
22,752.5212687173747,791.2322529129312,782.05676
23,768.8736827046874,755.9354753741043,794.3568
24,800.6515127261086,777.4262525313549,784.2079
25,853.885461129205,809.6291561620966,843.6564
26,865.0181996211072,833.1230768796008,851.4587
27,871.9585383966671,837.9438715646082,870.18164
28,885.6812614594792,850.8162661485352,878.9828
29,881.0407614781635,890.0892439722718,897.3549
30,820.4605927714407,883.0932344026494,875.87964
31,862.280828566118,816.7338755903932,844.0219
32,855.9797176826672,857.7903034737633,860.7841
33,820.6603120421207,841.0349606018068,816.4501
34,802.3774833807262,792.012574351874,817.99005
35,811.0913581551383,783.7659990990564,768.31287
36,844.8309376438694,786.9416041534776,771.8688
37,0.0,792.2696471163836,138.879
38,0.0,510.98821298461684,94.991104
39,0.0,431.6486844865591,46.789345
40,895.0104657247513,577.4485245701451,907.976
41,845.8693571178943,860.9886836891196,865.2313
42,820.4690889038661,815.2999123247151,834.7694
43,809.986924025617,790.5841767673596,816.72437
44,817.0620691380884,809.4839345233562,797.7402
45,812.2181609315442,815.5827957974969,814.83716
46,829.9296274775645,815.9345889400886,817.5228
47,818.7223157408326,817.1206164508721,820.7471
48,804.0453991513356,816.176496765103,797.7554
49,789.2185420988627,803.6061864576575,804.82495
50,776.5022971738626,770.8331600891569,781.70636
51,791.4602803738318,768.2725020039267,785.2895
52,784.6535523763337,776.5742527049529,782.96765
53,792.3790351570926,851.983940962018,812.92554
54,790.1132490379326,802.4162783289705,797.26605
55,771.7777282519872,800.312361011085,790.4662
56,754.1461307738451,792.4655331235097,782.2381
57,714.0898876404495,751.3503404357002,735.77997
58,813.6996988100531,724.2041260556985,812.6605
59,774.2873841767641,815.9345889400886,816.52795
60,788.9983402782683,786.2502352987118,783.60724
61,817.1407656673366,795.5641542668303,786.57697
62,810.7802930079868,798.016412481288,809.42346
63,797.3630447538274,796.1174756614373,805.91125
64,787.7738218539615,800.6429408590984,786.3247
65,829.3405315250071,805.1578589131884,855.6386
66,825.6606954689148,821.4910431961937,825.9568
