,DATE,True_price,rf_predicted_price,xgb_predicted_price
0,2016-01-02,1511.2500000000002,1217.1918711223082,1173.632
1,2016-01-03,1511.2500000000002,1455.1913676503846,1272.5181
2,2016-01-04,1767.899612919601,1458.2506259843494,1608.7045
3,2016-01-05,1790.0580474934036,1766.696946052401,1744.7043
4,2016-01-06,1691.863649063984,1763.6190015176692,1748.9249
5,2016-01-07,1430.9344103392568,1679.1185653501193,1659.9403
6,2016-01-08,1327.553332257544,1410.447349414736,1403.7908
7,2016-01-09,1317.019406392694,1314.0957725086,1299.6742
8,2016-01-10,1268.8196172248806,1307.6651858752382,1292.4445
9,2016-01-11,1358.525117213664,1304.152181068188,1322.1917
10,2016-01-12,1348.6987482614743,1354.37893328765,1345.801
11,2016-01-13,1281.909654326716,1332.104249430979,1314.2223
12,2016-01-14,1279.9712430426716,1286.3885446123522,1271.752
13,2016-01-15,1347.7810716339984,1286.4368430030133,1278.4059
14,2016-01-16,1393.1905168632702,1332.2634130253666,1315.9332
15,2016-01-17,1399.6145912999143,1382.328807301353,1372.6741
16,2016-01-18,1413.6430459200528,1411.2613556689585,1437.7053
17,2016-01-19,1428.55660692419,1392.5129158380378,1390.8995
18,2016-01-20,1396.4718507511973,1402.8739949263152,1402.4121
19,2016-01-21,1356.0045929394812,1371.9733245753719,1371.6421
20,2016-01-22,1332.137752482027,1346.4970430553099,1349.8319
21,2016-01-23,1336.3008379317391,1319.2238426027284,1323.4061
22,2016-01-24,1363.8859895624246,1322.765968213659,1363.9735
23,2016-01-25,1574.634921371248,1382.5220643002745,1546.7578
24,2016-01-26,1563.0442613895625,1608.6683997811467,1595.3169
25,2016-01-27,1582.980264092006,1576.221467211412,1605.2902
26,2016-01-28,1684.0795635176355,1599.2560708382723,1604.147
27,2016-01-29,1804.4549076421588,1681.3359510653033,1685.7424
28,2016-01-30,1914.4303532854851,1749.87760706717,1765.8369
29,2016-01-31,1984.9946587537088,1864.819777557557,1893.2214
30,2016-02-01,2062.281457077609,2002.0676540316686,2007.9596
31,2016-02-02,2079.6881011266837,1980.4412529745396,2010.6465
32,2016-02-03,2102.163924050633,1942.268782032639,2000.6588
33,2016-02-04,2126.959100457185,1974.1490152830922,2033.8873
34,2016-02-05,2079.9744140222915,2012.285094298972,2042.6791
35,2016-02-06,1960.0048825476051,1927.8853881850198,1820.9227
36,2016-02-07,1825.84862612836,1884.194132480491,1755.07
37,2016-02-08,1809.0954773869348,1899.580027298354,1765.4081
38,2016-02-09,0.0,1575.813538296082,250.01767
39,2016-02-10,0.0,1285.5275918490408,812.1746
40,2016-02-11,2042.6933893417824,1300.059449998148,1505.7146
41,2016-02-12,1814.931015890133,1896.4175195970997,1928.9446
42,2016-02-13,1507.00206185567,1762.800588733601,1737.966
43,2016-02-14,1419.9647791103694,1500.3311526853947,1474.9802
44,2016-02-15,1311.4213212361778,1404.2539707466449,1385.1593
45,2016-02-16,1287.359262159575,1306.0675030129962,1293.0957
46,2016-02-17,1246.20345703488,1287.1987650053593,1273.3209
47,2016-02-18,1215.0515331924971,1247.9343868076821,1238.8159
48,2016-02-19,1224.2652414351228,1217.2461584166667,1202.5702
49,2016-02-20,1186.9321837601335,1226.683512033429,1205.9847
50,2016-02-21,1147.4827346062332,1163.1694531588398,1166.8022
51,2016-02-22,1173.6929183204509,1167.5925195464088,1140.898
52,2016-02-23,1175.037262049413,1166.6889051196117,1171.3931
53,2016-02-24,1177.8855201254576,1165.8926864830241,1167.0554
54,2016-02-25,1171.6785783272169,1163.1694531588398,1165.562
55,2016-02-26,1144.0483786486357,1158.7807285140502,1153.4789
56,2016-02-27,1152.2593149733857,1146.9083012327392,1149.776
57,2016-02-28,1172.2730299667037,1155.0443953116746,1154.3215
58,2016-02-29,1212.991391678623,1194.524059274235,1235.3907
59,2016-03-01,1225.2858445735133,1217.2461584166667,1212.3135
60,2016-03-02,1240.108511359783,1226.1289354690075,1210.1748
61,2016-03-03,1226.8961447678994,1247.259478014207,1243.2535
62,2016-03-04,1210.3992722623789,1226.683512033429,1208.7137
63,2016-03-05,1239.3475305845036,1213.313776187434,1206.1887
64,2016-03-06,1272.0967069612338,1248.360040220281,1251.542
65,2016-03-07,1364.489913822156,1319.2155136637548,1452.3063
66,2016-03-08,1378.7669616519174,1358.0185738660223,1352.0929
67,2016-03-09,1387.5344331769336,1359.5037353876794,1347.8875
68,2016-03-10,1392.8706986444213,1376.0287164223794,1372.4833
69,2016-03-11,1452.588983050848,1383.5139693714134,1373.7345
70,2016-03-12,1489.3742011350275,1450.308841314773,1431.2256
71,2016-03-13,1502.6479907458631,1492.4277352686684,1471.8495
72,2016-03-14,1699.7797515145294,1493.998446066398,1562.8534
73,2016-03-15,1823.1685114306408,1693.1164530971323,1678.4343
74,2016-03-16,1886.2024566318285,1779.1355924482573,1788.6267
75,2016-03-17,1724.9100270715007,1856.8352723152414,1845.3483
76,2016-03-18,1643.9799865889513,1745.9357655745628,1717.9385
77,2016-03-19,1739.2901465710925,1644.141266222375,1626.0991
78,2016-03-20,1810.3072397450564,1758.8824983847567,1737.874
79,2016-03-21,1982.8344779854124,1873.105453803232,1863.9943
80,2016-03-22,1927.0667082294265,1915.8929199474796,1953.9894
81,2016-03-23,1855.3555602447768,1863.67377433594,1859.6964
82,2016-03-24,1846.0767090403187,1795.9466420803706,1803.479
83,2016-03-25,1862.909414446978,1793.8972588167533,1805.2992
84,2016-03-26,1892.041205860888,1814.7263560371744,1829.1053
85,2016-03-27,1925.6865342163355,1876.1955568154608,1864.723
