,DATE,True_price,rf_predicted_price,xgb_predicted_price
0,2016-01-02,2295.404761904762,1223.2011339217433,919.9856
1,2016-01-03,2295.404761904762,2168.2457908690826,2155.0586
2,2016-01-04,2199.5199466143927,2162.5882853750386,2157.4202
3,2016-01-05,2289.090011007932,2186.8566023733733,2143.9758
4,2016-01-06,2610.841599665866,2315.09310883318,2341.795
5,2016-01-07,2830.0149229867293,2621.685854522945,2619.0696
6,2016-01-08,2805.7866829815434,2759.1972875259034,2724.3499
7,2016-01-09,2712.684009886473,2745.9818814320975,2724.3499
8,2016-01-10,2668.009426393904,2671.053248212966,2661.8806
9,2016-01-11,2668.130546916484,2656.780862351935,2663.0117
10,2016-01-12,2717.2289378639343,2640.127191213745,2674.4424
11,2016-01-13,2828.952070790393,2752.993803501834,2764.9275
12,2016-01-14,2930.102605295463,2745.0772696578565,2718.0425
13,2016-01-15,3146.7315608435774,2940.4151280635833,2933.9517
14,2016-01-16,3278.769442722325,3143.961563515436,3114.389
15,2016-01-17,3363.697635508413,3217.821521525355,3147.151
16,2016-01-18,3760.7659226135934,3296.7538830909093,3188.1958
17,2016-01-19,3731.424472796986,3692.5999841593466,3728.7695
18,2016-01-20,3634.732700390777,3717.76758021291,3738.2314
19,2016-01-21,3497.408293584825,3664.1420640972433,3603.802
20,2016-01-22,3787.421344351506,3581.44942691868,3553.0442
21,2016-01-23,3935.258855585831,3772.7483844540293,3760.3135
22,2016-01-24,3936.075147045913,3987.415401165652,3940.6274
23,2016-01-25,4089.589638191925,3992.708160254957,3975.544
24,2016-01-26,4062.9875063538343,4005.396655953556,3967.6628
25,2016-01-27,3918.800303720577,4017.573503741016,3988.735
26,2016-01-28,3879.3788016808207,3902.2034707982293,3850.0198
27,2016-01-29,3952.933529228441,3741.4479698532837,3735.249
28,2016-01-30,4077.5668498734017,3948.082579182455,3890.7573
29,2016-01-31,4143.35880919801,4051.572515299698,4017.0735
30,2016-02-01,4443.57603498443,4294.584060899803,4188.083
31,2016-02-02,4502.521269460231,4475.18930635163,4399.837
32,2016-02-03,4609.740734619676,4472.12480522341,4548.5957
33,2016-02-04,4735.277132292025,4475.050114208514,4553.383
34,2016-02-05,5009.731431688878,4476.554830212391,4997.1484
35,2016-02-06,4872.911322051747,4474.666070050687,4376.7915
36,2016-02-07,4443.410027183812,4453.9554441896125,4171.228
37,2016-02-08,3358.0645161290327,4465.144517977236,3943.834
38,2016-02-09,0.0,2922.891547811849,454.3316
39,2016-02-10,0.0,1557.602491368758,1083.2908
40,2016-02-11,3080.0562422614435,1514.3079628216392,2328.317
41,2016-02-12,3060.833870015564,3004.4437839107595,3022.83
42,2016-02-13,2920.2344998402045,2991.6221052624896,2970.6162
43,2016-02-14,2836.261959075278,2897.3058241029985,2810.0005
44,2016-02-15,2967.956211194621,2743.1163140452995,2743.7407
45,2016-02-16,2979.610263897044,2941.486427925729,2921.6138
46,2016-02-17,3109.136588546661,3003.363128539935,3006.4207
47,2016-02-18,3164.616201154382,3054.7141315400618,3083.3682
48,2016-02-19,3061.281228771983,3132.816936747392,3105.8313
49,2016-02-20,2827.5344337255337,3015.6215467125144,3002.3408
50,2016-02-21,2561.605454364487,2757.4472862553434,2676.9592
51,2016-02-22,2591.2427063669134,2565.8444929141024,2542.5586
52,2016-02-23,2544.437501243806,2574.3047009267984,2542.5586
53,2016-02-24,2437.177883824256,2485.6533005528036,2459.213
54,2016-02-25,2379.31844052362,2438.27889875399,2454.7332
55,2016-02-26,2345.928270690556,2325.9694226041925,2362.194
56,2016-02-27,2342.163631624027,2370.328046195353,2362.194
57,2016-02-28,2304.403409090909,2389.010398506068,2344.2656
58,2016-02-29,2608.656189865298,2393.657696824498,2410.4097
59,2016-03-01,2622.5398217502607,2666.3839297491463,2645.328
60,2016-03-02,2648.208987314556,2666.212717131944,2645.328
61,2016-03-03,2624.0028477610203,2663.7810519150707,2637.8645
62,2016-03-04,2660.905546543727,2637.728469656573,2598.3909
63,2016-03-05,2658.797509743911,2620.5614195289536,2590.69
64,2016-03-06,2566.701563829092,2623.009799006866,2575.0002
65,2016-03-07,2581.036239096072,2603.111569844483,2577.5085
66,2016-03-08,2572.2115303983232,2598.888969022488,2575.0803
67,2016-03-09,2612.94612244898,2606.378735546702,2575.8286
68,2016-03-10,2720.353010515866,2652.4068289769634,2631.3408
69,2016-03-11,2873.402338113607,2786.5801960036006,2746.6987
70,2016-03-12,2977.7585257804926,2908.0707140801346,2877.2493
71,2016-03-13,3043.753021172376,2982.6004413593414,2968.461
72,2016-03-14,2864.540097756999,2981.2146356598037,2971.2732
73,2016-03-15,2799.536845043464,2816.494922556946,2790.0386
74,2016-03-16,2717.564735344891,2785.7683772237965,2757.3066
75,2016-03-17,2764.281971898071,2790.5001426267345,2741.6719
76,2016-03-18,2866.754026438838,2787.810051094593,2742.6199
77,2016-03-19,2874.5443887882343,2838.1525778887735,2759.5461
78,2016-03-20,2824.027510010382,2900.516345309058,2842.961
79,2016-03-21,2751.06419939577,2760.9054814460505,2715.6052
80,2016-03-22,2715.21329415341,2752.3293048652845,2702.7402
81,2016-03-23,2618.571082293055,2724.4794512143744,2702.7402
82,2016-03-24,2539.945538956015,2602.506152345951,2591.9705
83,2016-03-25,2404.97904310004,2437.5715134878437,2423.6184
84,2016-03-26,2264.4766234844706,2308.2176078720663,2344.7634
85,2016-03-27,2071.44877328487,2252.232330426083,2239.3315
86,2016-03-28,1965.6802235787304,2045.7048959660572,2022.1808
87,2016-03-29,1896.0222362932063,1984.702864318206,2010.7648
