,DATE,True_price,rf_predicted_price,xgb_predicted_price
0,2016-01-02,423.6120749479528,244.80198257329877,224.2706
1,2016-01-03,423.6120749479528,401.4428773847568,329.69138
2,2016-01-04,372.0176234075564,401.4428773847568,350.63516
3,2016-01-05,391.4403318704627,375.93181379100986,352.7608
4,2016-01-06,406.80245148995147,399.0155040210287,384.64398
5,2016-01-07,425.5272793020837,405.1146500921213,390.45645
6,2016-01-08,416.4171515543344,414.58464218274753,403.6566
7,2016-01-09,368.5781798124656,412.15225083208804,397.97934
8,2016-01-10,344.45944532049896,371.93778816401596,338.87088
9,2016-01-11,328.65372851359115,337.3473408782756,332.70114
10,2016-01-12,325.29498369965296,315.18891054238327,314.153
11,2016-01-13,318.1923769474237,315.18891054238327,314.153
12,2016-01-14,323.4453826764674,315.18891054238327,314.33112
13,2016-01-15,320.69323977217744,312.2756598866385,315.49982
14,2016-01-16,327.62657537501207,315.18891054238327,315.49982
15,2016-01-17,331.133065001544,314.0118140843556,308.86624
16,2016-01-18,359.31560409677576,316.6495230238998,321.07654
17,2016-01-19,373.53943976158746,366.5754941716714,347.0713
18,2016-01-20,406.4869702718147,377.30700454368144,357.4897
19,2016-01-21,443.0572814894504,407.1423998204423,399.36838
20,2016-01-22,521.0402071325015,420.2046303330164,432.72336
21,2016-01-23,563.9578574353402,517.8306376762007,511.40207
22,2016-01-24,526.2876181822116,546.668082616245,501.21188
23,2016-01-25,723.4956649745094,536.0370924369582,503.3122
24,2016-01-26,716.4943945688663,719.3234988306665,669.49457
25,2016-01-27,669.6888190701865,703.424614633733,655.00745
26,2016-01-28,673.6799521435089,656.7249679302315,613.47046
27,2016-01-29,785.6284942900743,679.8012522593525,643.83435
28,2016-01-30,828.2584469344744,772.926228532363,721.0962
29,2016-01-31,812.8254761514414,796.9545784970255,752.20483
30,2016-02-01,827.1069676710667,798.0987501587675,822.5284
31,2016-02-02,871.8348852116122,811.1531318467288,768.1337
32,2016-02-03,813.8232268368308,837.8777169515078,790.76874
33,2016-02-04,701.8601712873741,799.1098377276637,768.1337
34,2016-02-05,640.9464543984459,693.5165126459781,650.12775
35,2016-02-06,511.9282724616652,644.8034177632684,613.47046
36,2016-02-07,447.0020536874728,505.3710832592789,466.6534
37,2016-02-08,0.0,400.85026157768743,371.59918
38,2016-02-09,0.0,280.12588975493355,243.4438
39,2016-02-10,0.0,244.80198257329877,224.2706
40,2016-02-11,370.216835591329,244.84556963442228,224.2706
41,2016-02-12,370.1991854453655,375.93181379100986,353.9295
42,2016-02-13,371.3490564873437,375.93181379100986,353.9295
43,2016-02-14,373.0102331938157,375.93181379100986,347.29593
44,2016-02-15,392.3505118735429,375.93181379100986,353.9295
45,2016-02-16,417.81018605949055,399.0155040210287,385.81268
46,2016-02-17,452.7391709190706,412.79737147456746,399.14804
47,2016-02-18,470.088880794099,430.08321639146544,416.70624
48,2016-02-19,478.683962501071,455.648609369386,434.4347
49,2016-02-20,448.4462228162776,466.97699825981874,434.4347
50,2016-02-21,428.49431860159285,414.5300678581961,395.88995
51,2016-02-22,428.9667990111092,413.8667269718972,403.58984
52,2016-02-23,423.160118565432,414.58464218274753,404.8253
53,2016-02-24,427.17555079409226,415.23720115839694,415.4752
54,2016-02-25,453.8052736595937,415.23720115839694,415.4752
55,2016-02-26,476.9642089448222,432.14938627910857,429.45322
56,2016-02-27,497.5463784108569,470.0961484278665,435.70877
57,2016-02-28,501.9075071270192,499.82630032999623,455.8814
58,2016-02-29,540.5770944214469,505.706686932321,475.64865
59,2016-03-01,558.0254867021386,538.3464997326365,505.5515
60,2016-03-02,603.9711060228266,544.3611075568724,505.26157
61,2016-03-03,665.7732691959553,585.2922285425121,542.7788
62,2016-03-04,710.5595343260978,653.9831464805945,613.47046
63,2016-03-05,720.8937728937728,700.0402433263099,652.74963
64,2016-03-06,719.8569669608045,717.2237324519872,661.6344
65,2016-03-07,684.1259717807939,717.5042418023361,669.49457
66,2016-03-08,677.5992663771885,679.0341245090659,646.09216
67,2016-03-09,667.4598083132768,678.2217431318151,646.09216
68,2016-03-10,661.5590002758797,651.484636481745,615.7283
69,2016-03-11,639.7104224199653,650.4337476560256,615.7283
70,2016-03-12,608.074407266355,643.5828685356466,615.7283
71,2016-03-13,596.1687402866146,586.0776627750649,537.51154
72,2016-03-14,576.4649876118791,584.5234849125286,544.62286
73,2016-03-15,601.4938259135814,576.1247472142641,545.90796
74,2016-03-16,645.1347018572825,585.0026146103829,545.90796
75,2016-03-17,671.992488995647,646.62803089796,615.7283
76,2016-03-18,633.1705247576934,666.0448215039656,630.497
77,2016-03-19,609.824143560519,681.5383583389369,616.7124
78,2016-03-20,617.0036097386139,585.2922285425121,540.75757
79,2016-03-21,600.1481669569446,583.894097973346,547.8223
80,2016-03-22,586.553713451487,584.0410048493312,543.76294
81,2016-03-23,575.6688420745876,578.5569647001868,543.76294
82,2016-03-24,562.3534633479867,576.1247472142641,544.62286
83,2016-03-25,574.8185140908138,551.1735574042581,506.8366
84,2016-03-26,621.8041349405589,576.1247472142641,545.90796
85,2016-03-27,639.9190837578403,591.6317878774759,584.3097
86,2016-03-28,635.5676097258056,642.8400431928337,617.57227
87,2016-03-29,673.2060175059261,656.0060752579343,617.57227
88,2016-03-30,726.0907199259356,679.9774277878516,647.93616
89,2016-03-31,753.8211048430762,720.1358802079175,671.7524
90,2016-04-01,765.0930338390734,756.1671681726906,720.03345
91,2016-04-02,751.9124028526204,764.8547746666497,723.354
92,2016-04-03,740.2727470983064,754.0674017940113,711.2082
